scope,n_res,n,f1_mean,auc_mean,ap_mean,acc_mean,bacc_mean,prec_mean,rec_mean,jac_mean,f1_std,auc_std,ap_std,acc_std,bacc_std,prec_std,rec_std,jac_std
d.169,1870.0,1.0,0.0,0.8106757067340842,0.0622400226647434,0.9748663101604278,0.4975436681222707,0.0,0.0,0.0,,,,,,,,
d.174,22746.0,34.0,0.3476626818977998,0.9250580790745357,0.3531875051570791,0.8997572114207532,0.814140505719284,0.23232373579601612,0.7229222472249401,0.21714038308715544,0.12257162801344643,0.036679314526439244,0.22684346180050344,0.012108088568341025,0.07857436339142743,0.09424096587252301,0.16311443255717017,0.09385715449011975
a.25,2128.0,1.0,0.0,0.747366240530303,0.0209075892055863,0.9854323308270676,0.4964488636363636,0.0,0.0,0.0,,,,,,,,
d.32,6742.0,16.0,0.25319224727847567,0.7343588490388695,0.20814396390349058,0.8083203409199666,0.6342654960791774,0.18346168828301967,0.43199084904784396,0.1478783845087562,0.09149969281360201,0.06495171350231417,0.10784201604721264,0.05136584760219092,0.05750058997387928,0.07774503926230426,0.12616462646239043,0.05980034099505164
d.3,3766.0,8.0,0.4041274040911066,0.8741611436685819,0.43277753189794765,0.8312928647246343,0.7688703419257192,0.29216703875759603,0.701092786986836,0.2611766901224742,0.1399582493948327,0.06587980582888,0.20845378106618195,0.07820952817628248,0.10895164048532885,0.11636429066708363,0.25953030346578815,0.10367472254963331
c.37,161799.0,262.0,0.3755693119043334,0.8466805429377562,0.4085300564426085,0.8320995782853431,0.7340298628193607,0.2767931415474334,0.634411630452857,0.24819428737098462,0.18947782902621282,0.09941060738161188,0.25474779515714596,0.08256754226114073,0.1180263277135994,0.15346107315334898,0.2910945371681548,0.1475286649181033
d.17,3214.0,12.0,0.44891042554006994,0.8341006649363365,0.4831192178240395,0.7309139343707702,0.7314691354063513,0.3268609976385769,0.7508300011902517,0.29824871338338227,0.13695000687145512,0.06316636376754454,0.19277148775065653,0.08607345397461157,0.06788328862745878,0.11483216972527538,0.21540561911764194,0.10926343165106721
d.128,5613.0,6.0,0.16504290772183824,0.7006239048633603,0.12265294469538622,0.8731714636865825,0.589253441567749,0.1208050385958176,0.28204338072191976,0.09738076332421763,0.15708144101178306,0.1039841941071754,0.13719119871480365,0.04796423074001263,0.09055186329446621,0.12880358525027438,0.21083441711576845,0.10448494924280716
c.1,143803.0,298.0,0.45719932358465226,0.9131225695024888,0.5067344321480901,0.8730934104928254,0.8149118977208941,0.3459437907734422,0.7490482694781501,0.309313293897175,0.1561486351722361,0.0616374013940959,0.22854464655262569,0.04324177677213164,0.09595414253164572,0.1470287813486478,0.20904694322215692,0.12939637376124163
g.41,5103.0,13.0,0.373378985408643,0.7657609167574275,0.38312618381731106,0.7455097676127491,0.6956661444975137,0.27696654417587585,0.647126963731815,0.253046243755284,0.22938629469458816,0.14948854827377206,0.28090221389977804,0.10014451922000352,0.14217265096540188,0.19617702657422437,0.2794271306879976,0.1820971510562088
c.42,5706.0,12.0,0.49733978264968837,0.9507435921546841,0.5934130710671295,0.8836481049130143,0.8844493908988098,0.3556286231602339,0.8842747915510044,0.3376164240927683,0.11159028366514806,0.02442624209031563,0.13926222865699034,0.028919031001421416,0.05008250171752358,0.10347589512936742,0.09883307097206039,0.09777897656175358
a.126,24093.0,33.0,0.15222868464611009,0.7215771454106913,0.12828964739402263,0.9100252746219908,0.570935185525211,0.12798852849566233,0.20634750557787204,0.08751909891862764,0.12760376018034,0.09851348395248224,0.09674580331906515,0.06973709279853937,0.0767540974564558,0.10510944422663492,0.19749850775567412,0.07684488171811514
c.79,7261.0,10.0,0.47071093628043925,0.9378197788536078,0.6149567488865191,0.8617363609984819,0.8442436788413176,0.33592570587879156,0.8339875255981557,0.32281949704967794,0.18172470454094589,0.05982011250473557,0.30847093640438095,0.04972104699661769,0.11057220963188677,0.13859910229349287,0.26639521869087146,0.1409616603083902
d.36,1272.0,3.0,0.2166205192316859,0.7873166797483645,0.22114412693495702,0.675314465408805,0.6880256343295187,0.12820044070044062,0.7026138782460621,0.12163034604555066,0.02641908920555845,0.008666651809382562,0.017370476478054685,0.016565493322095472,0.01906227827557365,0.01772253143291813,0.02208913825044519,0.01661042268571373
b.74,36454.0,134.0,0.46091580871932614,0.8910229361607468,0.526886947533899,0.8142888463046346,0.8157748868840737,0.32449636951915567,0.817792283193207,0.30377693599313904,0.08715111082447531,0.04702090776893648,0.1295262113484331,0.0325128613024746,0.05140213424613501,0.07918925395071111,0.08972622115270236,0.07717610738792784
d.162,23962.0,40.0,0.4211945097767341,0.8714341560015921,0.43656040944100905,0.8524113458621698,0.7718714452626708,0.313455146640422,0.6814108876050659,0.2804937858934444,0.16325210209974148,0.0585239110274406,0.23328908783270572,0.04411938085357356,0.07890270157509345,0.1481639079618943,0.16735348653921941,0.1371765541686549
c.72,16310.0,28.0,0.372470704228257,0.8594763580923063,0.3882681146271544,0.8347452296309834,0.7571612075885172,0.2679017033570232,0.67009266337009,0.23908803043906865,0.1542603344424456,0.0625277011681466,0.17870235905467471,0.056576697411867154,0.10095674627944329,0.13480857416745748,0.2365703202667196,0.1129645054074126
d.179,8655.0,8.0,0.21833306031091815,0.7780640406858148,0.15387604083089668,0.9072010594495783,0.6467546741926827,0.1625896284934848,0.363847767819502,0.12652522679214895,0.11560779972877196,0.1094463346485876,0.07726401743592094,0.03718904634153807,0.10345361275215412,0.08237075862616403,0.2336678042055901,0.07017116382210511
c.93,338.0,1.0,0.3636363636363636,0.9354142692750288,0.6166208684867812,0.7928994082840237,0.8469505178365937,0.2272727272727272,0.9090909090909092,0.2222222222222222,,,,,,,,
c.71,29288.0,126.0,0.513907074664714,0.8974764750776428,0.6386057086647124,0.7451423580571933,0.8039887474153442,0.37074832416183334,0.8924596100755446,0.3536803159297574,0.11674695874958602,0.053887702900414176,0.19251127975774698,0.06431411762565145,0.05549160675742261,0.10790806986862816,0.13400896365508777,0.10145715635542729
c.43,9731.0,8.0,0.17118364433185684,0.7928572075071354,0.18485634478390695,0.9071609618589467,0.6295527024576821,0.1159340244662673,0.33543252341218294,0.10113780352913955,0.1606357062059792,0.07753800479644068,0.1459852092299089,0.06979790965885853,0.1220368355072876,0.10927328785510981,0.3112871225303469,0.09823045582687184
c.58,14949.0,20.0,0.4563716381037916,0.8875323026736618,0.46749720762925656,0.8571117465462527,0.7998654249481769,0.3426973642828273,0.7399486664143908,0.3126588282885524,0.18239838254453183,0.05345484787770598,0.23808664350075076,0.06155612405798096,0.08267849379890507,0.16637148779699948,0.18937682389956065,0.15205791496255877
c.66,61589.0,151.0,0.46534539822099114,0.8898834935500829,0.5322327256162344,0.8344246425784144,0.7984158586290455,0.3464002835870382,0.7607782863964087,0.3190336908112854,0.17103698155673763,0.06949326651954532,0.2522702325692347,0.050107508625404654,0.09088913987947922,0.15336206544975395,0.20119735387417567,0.14385952343132083
a.123,74798.0,193.0,0.4778598460908782,0.8782039108722328,0.522020062847106,0.8424437880631641,0.7725867735092747,0.38340831251022045,0.6921706178789427,0.33336509156030725,0.18799378788045165,0.06788528841047421,0.2602702502220276,0.05030743940511619,0.1034882300796896,0.16941714557192047,0.24369524640711507,0.15911458287290398
d.92,48581.0,104.0,0.4138297629020163,0.8609079882936672,0.47441919404139565,0.8298316089908859,0.7596547257782552,0.31855203939233756,0.6844217395293929,0.2684340890840494,0.12560779946851877,0.09383761825817824,0.19568676487418563,0.11573970250503873,0.09614104735909776,0.13026337928792736,0.20358953929303175,0.09652247237748221
c.69,48709.0,78.0,0.41851121830594423,0.9106893841229845,0.44976282788929656,0.8906521074232264,0.8039526645700487,0.3064670877315975,0.7103539003747102,0.2760069973181292,0.1519679395922037,0.063652099077838,0.2156111190329244,0.044562891618535994,0.09121266055589916,0.13082014872561495,0.2021825011734927,0.12062642312647792
c.95,18439.0,24.0,0.3569729178386678,0.8667913771579839,0.3906438388276357,0.8772863986272128,0.7410917804542949,0.26492528798910037,0.5914894985306675,0.22763321323545713,0.15558033922495873,0.06880068616261086,0.2342368134819554,0.04580646772102896,0.10609364352433553,0.12501252079802463,0.24603946768714507,0.11461477823027529
g.3,15455.0,17.0,0.3075370839375347,0.8639292665950087,0.28027325886609045,0.9208480097283893,0.7021466306372334,0.23531810879634812,0.46682022273802515,0.19182335143804,0.16368109190701213,0.05164382102303301,0.18187854556876756,0.025953817586963784,0.11300354296449608,0.13118995511335235,0.2488443944341899,0.1114771303381263
d.81,38881.0,36.0,0.3273703509888001,0.8766464626961002,0.2940774711761011,0.884735527921866,0.7380686620897569,0.2414985439115841,0.5813841328351506,0.20438953959540435,0.1393090024187774,0.05138470854338953,0.18114986591965068,0.04579855952896638,0.09330424357593713,0.11363238435162394,0.22781916332214053,0.1077370195623175
c.82,43172.0,49.0,0.4177517244534905,0.8902124933587166,0.40964734005641096,0.8839555617617445,0.7885559047681091,0.3128687680541162,0.6850874835175244,0.2799635402466819,0.1798059369759017,0.0528521172970963,0.24280266728047514,0.04021344339954535,0.09606817767724865,0.1565547991244332,0.2154063236824895,0.1439033059033934
d.79,10580.0,18.0,0.37934344548597604,0.8459756450329277,0.4306281434283328,0.8578484262178896,0.7210735373992131,0.296429648306995,0.5701307442957955,0.2468013098799332,0.1768485626243702,0.08786798127821283,0.26351925889483246,0.08334078651629438,0.11251514640024235,0.15135231248260034,0.27671169728171885,0.12422066732485502
b.50,153008.0,498.0,0.6781186033721085,0.9466455298845674,0.7830219876246198,0.8889210393251816,0.8887645137366741,0.5658645853194574,0.8947992595513597,0.5469055801888837,0.20002262002069446,0.06435154249966099,0.22570482035224915,0.06181408105698833,0.07993883722882357,0.21732472216655932,0.1304372657330987,0.226037951766059
c.97,9073.0,11.0,0.2302974059935919,0.8198037027416931,0.2262119334647535,0.8511256311977782,0.6755224860687555,0.15924538529469826,0.4924546843203271,0.13675358130037935,0.14077781513137183,0.08391554353834435,0.18351439787047297,0.11721197792843724,0.13921429837231533,0.08169036446751776,0.37069501218601747,0.09167642028753942
c.55,40964.0,101.0,0.2382349598876252,0.6101213308052652,0.27881624829548085,0.7498092947000345,0.5968235228349312,0.17141617369413145,0.4154577091911275,0.15718626852354808,0.23135975914163273,0.2686054540511936,0.29108867387208326,0.1040327774190678,0.2112768138943642,0.17718515557725645,0.3650117885434592,0.1697752501797935
d.153,10368.0,12.0,0.3438003225952813,0.8711231296446806,0.2710181493479761,0.9043170461496981,0.7265675443684708,0.26016394889504896,0.5327319556582972,0.21916425866597108,0.16877008358460655,0.04876275035897937,0.14090326087387994,0.026309666006174508,0.09051849788039606,0.14307919890137955,0.1949614458383029,0.12424599857659369
c.25,13797.0,27.0,0.417495991209121,0.8714529570284486,0.422946540542296,0.8168796272750882,0.7708350345768821,0.30182555465369904,0.7195581999235003,0.2692509427424141,0.1080073195023109,0.038013038930507816,0.17182449567365984,0.06168839455530459,0.06268338903942137,0.09912349076840256,0.16447991608026338,0.08297504241817145
c.26,42936.0,80.0,0.4154689535945228,0.8592839682226924,0.4433712802155808,0.8345656587826834,0.7491585900548939,0.31377941535134835,0.6605910833204915,0.27703078004370274,0.17492245662310915,0.10280588184176616,0.23217837732265184,0.07779274674490946,0.10328409226566873,0.1473716612222526,0.2591831787438994,0.1373740534124689
c.68,27759.0,39.0,0.29724307316554227,0.7788531594560718,0.26082520141178245,0.8341919161509722,0.6753791880493603,0.23285997910102296,0.4939449069220092,0.186171542335057,0.16667482809271736,0.10615613202255747,0.18936730519301143,0.08309876722876647,0.11095793283559485,0.15412214944768957,0.24258312437085813,0.12255619793105421
a.211,29438.0,57.0,0.4350016046022237,0.9060531516728744,0.5079652515107816,0.8716342987216564,0.8005124717250015,0.32079515351907956,0.7229333967036323,0.2916165439096645,0.16538058266133002,0.06985885343823542,0.24807667329039074,0.055807877500369335,0.09962183461054297,0.14165167675732376,0.21147916363937735,0.1322727395086516
c.47,25751.0,50.0,0.3347125597232057,0.8558113336270604,0.33425245724523883,0.8547702540507158,0.7286544646867175,0.24275610140301557,0.5921170595900689,0.2132822436641779,0.1709961786627643,0.07512059945306893,0.19497633496195216,0.054390009626129214,0.1247988722105814,0.12665636654551662,0.29644599664147897,0.12297903738152612
f.33,6954.0,6.0,0.1328258465502896,0.7541344951673593,0.11639817085258182,0.9081299303661795,0.5841447661866735,0.09274464765828859,0.23981252602509406,0.07532113416252519,0.12479685339458252,0.12300180287848185,0.10887467367311891,0.020217506676294027,0.11078019738061658,0.08564395349506472,0.23109789890863286,0.0752007301498255
d.54,1842.0,4.0,0.3309311879173619,0.9229713501845819,0.37821000302162366,0.8388222238047762,0.8335106778502541,0.20708091504598983,0.8282772904483431,0.19968747492680616,0.06603024984528218,0.039173695513268235,0.22562590677257355,0.011731934065895745,0.05000959952980912,0.045303107744641864,0.10025914872818675,0.04767996461926439
a.93,595.0,2.0,0.2816796729840208,0.8409345895048614,0.4015595365760679,0.7728758169934641,0.7265759684031646,0.17948717948717946,0.6750700280112045,0.1639536835039436,0.011561760822076612,0.008488264021342376,0.09876854551879155,0.09474306545309949,0.007244565237143833,0.018130943107347405,0.12280285835732754,0.007831691149238498
