scope,n_res,n,f1_mean,auc_mean,ap_mean,acc_mean,bacc_mean,prec_mean,rec_mean,jac_mean,f1_std,auc_std,ap_std,acc_std,bacc_std,prec_std,rec_std,jac_std
d.144,367502.0,1018.0,0.5971427025427999,0.9560809695640806,0.7785368630809922,0.8904112863181777,0.8886203508187022,0.45964879165406736,0.8887066435106398,0.4380941742683906,0.13696077648461802,0.054476860790731,0.2055601035709226,0.03708201917693334,0.07701223830364017,0.1296341683711949,0.15849769552936782,0.12859457261363072
c.2,165358.0,295.0,0.44462783546693796,0.8887835457859643,0.4838783396911583,0.8332802907522867,0.7904904697521277,0.32988220003673846,0.7502183957160041,0.3062309154728628,0.19405785119854443,0.07099390039327494,0.2837100529322952,0.06168637174487665,0.09929851445435837,0.1716215549157375,0.23516595478458455,0.1653061929455842
d.58,47927.0,63.0,0.2806666340058288,0.8070354650938706,0.27572762128414774,0.780228471895767,0.7014991134130185,0.18622205889043417,0.6275006747702999,0.17018237515364268,0.13357910405007165,0.11539374494961713,0.18461298819447258,0.14381510213536738,0.10616857991544297,0.09678201239480454,0.2751459564348687,0.09113880896255062
a.103,9885.0,10.0,0.33916396968313856,0.8486283501882996,0.345409114803015,0.9093686954449286,0.6951581129283875,0.2761488581937498,0.4624240296740297,0.21935856339767187,0.19528143556394859,0.05851650947321521,0.24360420495177998,0.051037967725495424,0.11440857666007043,0.1628893069277494,0.27122593357222274,0.14401360472637065
d.104,8210.0,13.0,0.33185310183957145,0.8198580935611355,0.27338690093995244,0.8547039555481271,0.6974838174242879,0.24860768544103903,0.515411087984571,0.20154977035584315,0.08209428851954156,0.04681286498960806,0.10250599644868959,0.03422072381692949,0.05645757864069465,0.06851873020392185,0.12773885641464683,0.05761114270848318
e.8,116245.0,147.0,0.4285266115258129,0.8892274129581682,0.5339927860905009,0.9147257793874134,0.8017829358087338,0.3184289202695073,0.6795518214849768,0.29601478621937516,0.22164218552036957,0.1419988439921776,0.3048210027219147,0.051827547766415405,0.1772244442011097,0.17226968706934032,0.33881233131165744,0.16746514842458507
b.60,6857.0,41.0,0.5234633920470567,0.8582494619035167,0.6315185418549674,0.6832391573049691,0.7505611159621045,0.3770000591740906,0.8817379417765074,0.3626831411300376,0.12104036164740765,0.08158550841518414,0.1915201294017944,0.06434314968679625,0.06531262083096503,0.10314371072529956,0.15110509073225292,0.10284345439092905
c.14,23115.0,22.0,0.27135795892217524,0.814691376165684,0.24221834541427387,0.8646761988665493,0.6875122250795737,0.19095648179767355,0.49717294307715326,0.16131590874346638,0.10560994864304381,0.059145894033701386,0.15033033362018536,0.08070768978930261,0.06574961914030972,0.08409991987073138,0.18217866654124656,0.07462842386080779
b.96,1272.0,3.0,0.20446354787125576,0.7384380331036535,0.1537776185723819,0.7264147969678434,0.6531516778695549,0.12536445192038123,0.5694444444444445,0.11421269932845907,0.03815524148449484,0.023353188032842153,0.007669659559190392,0.0061280103788923365,0.01015254351279111,0.028729423693571336,0.025220939842725013,0.023962101870974948
d.38,9368.0,19.0,0.2475688193665434,0.7317856374817291,0.2212718217617747,0.7426894915595419,0.6518167110976344,0.16336346149816938,0.5562173676201106,0.1465639294825643,0.12349938244031314,0.09399013175182766,0.11873197725789532,0.11995211291064724,0.10907736866822595,0.08045071602008842,0.3044822917574484,0.07938703428633992
