logits,labels,entries
-2.5935366,0.0,3152
-1.4432135,0.0,5221
-2.4643366,0.0,6292
-0.7512654,0.0,1469
-6.2245674,0.0,15406
0.113094755,1.0,12895
-1.8040369,0.0,4263
2.2326052,1.0,12388
-2.5548038,0.0,14411
-2.4453018,0.0,5836
-1.7067004,0.0,10244
-1.5782933,0.0,7253
-1.6214461,0.0,3739
-3.2608736,0.0,1289
-3.0912883,0.0,4174
-4.877052,0.0,12536
-3.3360832,0.0,5544
3.4092014,1.0,10820
-3.013352,0.0,15160
-1.8282622,0.0,270
0.3280245,0.0,4073
-3.6577103,0.0,7906
-0.39645788,0.0,8414
-3.2258794,0.0,1387
-2.1587172,0.0,1498
-2.165685,0.0,2534
-3.4603965,0.0,5997
-0.77490824,0.0,1454
0.7035723,0.0,14275
-4.446735,0.0,6577
0.9823097,0.0,9538
-1.8862455,0.0,3774
-1.4084175,0.0,6009
1.5375025,0.0,16364
-3.2339063,0.0,10315
-0.8911405,0.0,9812
-1.070816,0.0,1915
-4.846828,0.0,8948
0.5781587,0.0,3925
-1.6464537,0.0,11032
-1.0533338,0.0,8679
0.15761536,0.0,8674
0.13607445,0.0,1234
-3.2289639,0.0,13640
-1.7388911,0.0,4771
-1.3949492,0.0,934
-2.2271628,0.0,272
-2.7461326,0.0,3756
-2.7178953,0.0,10045
-0.38226455,0.0,7230
-0.668668,0.0,5320
-0.226273,0.0,3514
-2.7747722,0.0,9377
-0.68874717,0.0,7692
-2.0249894,0.0,1056
-0.32485992,1.0,9338
-3.4488938,0.0,12643
-2.8341544,0.0,236
-1.9382914,0.0,8558
-2.072039,0.0,15731
-3.1310654,0.0,16342
-1.5250342,0.0,8919
-2.7002485,0.0,4265
-0.6543546,0.0,3671
0.5856898,0.0,2096
-4.1952844,0.0,8427
0.8279134,0.0,853
-4.4087133,0.0,16879
-1.5797355,0.0,4990
-4.2021127,0.0,14556
-2.9172666,0.0,6768
-2.3695385,0.0,4379
-1.2441375,0.0,3774
-4.529401,0.0,2229
-2.7536187,0.0,11555
-1.6595647,0.0,945
-3.618866,0.0,5089
-0.33965638,0.0,1482
-5.8279443,0.0,1859
-4.469541,0.0,3610
-1.1998773,0.0,3649
-2.9589434,0.0,4448
-3.0134616,0.0,1880
-5.17077,0.0,2185
-1.8774296,0.0,1004
-4.7402916,0.0,5620
-0.997409,0.0,1877
-2.1274455,0.0,4008
-4.0620475,0.0,495
-4.630124,0.0,4323
-2.1052835,0.0,827
0.47620073,0.0,3803
-0.5013901,0.0,2975
-2.1922026,0.0,1386
-3.8827553,0.0,2565
0.4016147,0.0,9421
0.79620963,0.0,9166
-1.0666139,0.0,2917
-1.6192591,0.0,190
-4.531608,0.0,1093
-0.7858925,0.0,1906
-1.8059609,0.0,15051
-2.379379,0.0,17209
-2.3153632,0.0,12438
0.53490037,0.0,15477
-5.5761256,0.0,3469
-2.8788543,0.0,2368
-1.1453171,0.0,3210
-6.415322,0.0,4012
-1.9644759,0.0,9735
-0.028554402,0.0,13379
-4.3037024,0.0,16624
-3.9086404,0.0,4310
2.314441,1.0,4462
-0.48633155,0.0,1482
-2.543163,0.0,15283
-2.613795,0.0,3151
-4.7492642,0.0,3468
-3.1223834,0.0,2917
0.17238104,0.0,12666
-1.9648092,0.0,9121
5.220939,1.0,2268
-4.1519604,0.0,1054
0.50903934,0.0,3599
-1.9321262,0.0,3014
-3.7357285,0.0,5320
-3.1325138,0.0,3749
0.78389347,1.0,5467
-2.7221036,0.0,14291
-3.3740642,0.0,3777
-3.1485393,0.0,7144
-0.81656396,0.0,6747
-0.7833221,0.0,4729
-1.6526115,0.0,3581
-4.777574,0.0,5619
-3.5461287,0.0,8948
0.91375077,0.0,5544
1.0605242,0.0,6545
-0.4284077,0.0,6005
-2.3651779,0.0,190
-2.3027167,0.0,9929
-3.5142267,0.0,5320
-2.9433825,0.0,7664
-5.3011804,0.0,3157
-2.0472069,0.0,3923
-0.8722545,0.0,12062
-1.1439357,0.0,2580
-2.654885,0.0,13288
-1.7217965,0.0,5113
0.04599973,0.0,8253
1.3756977,0.0,17427
-3.8902442,0.0,16624
-1.5760902,0.0,17105
0.08107374,0.0,2347
-0.7647085,0.0,4600
-4.6313915,0.0,3599
-2.5358012,0.0,2841
-2.3150508,0.0,519
-2.6644213,0.0,4330
-2.1920006,0.0,3660
-2.7877364,0.0,13375
-3.3439372,0.0,659
-3.4956868,0.0,6025
-1.842763,0.0,5113
-2.889195,0.0,9115
2.9643757,0.0,9964
-2.1755207,0.0,4990
-2.976065,0.0,9430
-2.0460277,0.0,6292
0.289819,1.0,11883
-5.4095016,0.0,1153
0.43581852,1.0,1906
-2.6545808,0.0,780
-1.1620389,0.0,5645
-3.7899532,0.0,9538
-2.002708,0.0,8595
-2.939987,0.0,8595
-0.34019914,0.0,8679
2.9901502,1.0,13630
0.08520975,0.0,7921
1.3521824,0.0,2620
-1.504873,0.0,1482
-2.4608045,0.0,5333
-1.7306182,0.0,7149
-3.297542,0.0,8885
-0.7562171,0.0,8558
-4.8927665,0.0,5591
-2.8927782,0.0,1481
-3.0319884,0.0,2706
-5.165135,0.0,14599
-3.4000752,0.0,15677
-2.9059505,0.0,9605
-2.6520858,0.0,12961
-1.7805033,0.0,2705
-2.7762997,0.0,14069
-2.4162288,0.0,4323
-1.4839611,0.0,14998
-4.349388,0.0,8927
-1.6423922,0.0,15356
-1.4639702,0.0,2974
0.6409987,0.0,1423
-3.090418,0.0,2741
-5.69918,0.0,10810
-1.7787364,0.0,3153
-4.3560176,0.0,6501
-4.2293973,0.0,13504
-2.5024772,0.0,14580
0.08427421,0.0,3745
-2.5770705,0.0,6577
-3.1597168,0.0,9928
-1.8789632,0.0,13629
-3.6408556,0.0,692
-3.3811443,0.0,9339
2.1987298,0.0,3292
-2.3346457,0.0,495
-2.966215,0.0,13123
-3.2741191,0.0,9989
-2.0895593,0.0,16879
-4.295544,0.0,4928
-3.6140711,0.0,5188
1.3999991,0.0,6181
-2.5370638,0.0,5434
-0.92051053,0.0,11418
-3.9017725,0.0,5221
-2.2310488,0.0,12076
-4.4956894,0.0,15117
-2.1041677,0.0,1541
-4.9884043,0.0,3855
-3.7043867,0.0,6067
-1.246125,0.0,1056
1.073946,1.0,371
-0.32747343,0.0,9339
-1.3154323,0.0,7902
-4.439794,0.0,14997
-2.57364,0.0,12417
-2.339536,0.0,790
-0.29872537,0.0,13288
-1.69876,0.0,9896
1.3638765,0.0,6107
-0.09266802,0.0,519
-1.8271575,0.0,190
-1.6836469,0.0,15355
0.1367707,0.0,14585
-1.8835897,0.0,1513
-1.7566025,0.0,13441
-4.610258,0.0,987
-2.969149,0.0,3130
1.1881031,0.0,2368
-1.9907069,0.0,7452
-2.9996707,0.0,5550
-3.41305,0.0,4600
-1.8110852,0.0,7037
-2.6906445,0.0,6545
-2.3236558,0.0,10112
0.020618483,0.0,4811
-2.3314946,0.0,7854
-3.2660992,0.0,4771
-2.319464,0.0,4452
-3.77956,0.0,1283
-1.2444448,0.0,6792
-3.1799688,0.0,4451
-2.636174,0.0,3542
-4.121014,0.0,8761
-2.8081381,0.0,9338
-4.078901,0.0,7144
-0.12052497,1.0,5450
-2.7024696,0.0,5433
-2.0937977,0.0,11873
-4.573385,0.0,13168
-5.2487326,0.0,10405
-1.5132511,0.0,1391
-3.3773587,0.0,5641
-2.496158,1.0,769
-2.083866,0.0,3581
-3.0080361,0.0,2373
-3.167607,0.0,13379
-0.4461414,0.0,2533
-3.3828447,0.0,2758
-2.6133065,0.0,15478
-0.9134242,0.0,5974
1.3719218,0.0,5591
-1.7430351,0.0,863
-2.5470214,0.0,1749
-3.0748246,0.0,13375
-0.6978325,0.0,3756
-2.612603,0.0,4256
-1.8279777,0.0,9989
2.0644553,0.0,6465
-2.0577214,0.0,11613
-0.39730623,0.0,1323
-0.69857955,0.0,3357
-2.823744,0.0,2873
-2.3769784,0.0,3258
-1.5435735,0.0,9342
-3.7491028,0.0,2347
-0.74377286,0.0,5221
-2.2288883,0.0,10642
-3.7524326,0.0,9338
-4.025386,0.0,9382
-2.6336887,0.0,11418
-1.0008987,0.0,2342
-1.0623782,0.0,272
-3.6089547,0.0,7199
-3.1321442,0.0,3925
1.2185416,0.0,12866
-2.2645438,0.0,9421
-1.1106516,0.0,13552
-4.4789233,0.0,13006
-1.5190457,0.0,11062
-2.2875264,0.0,7348
-3.0226479,0.0,13524
2.178863,1.0,8901
0.22860396,0.0,1387
-3.4345286,0.0,168
-2.4265764,0.0,7347
0.7954659,0.0,11840
2.9797866,1.0,13864
-0.9348796,0.0,3421
-2.9019067,0.0,2345
-3.3679538,0.0,14792
1.2939532,0.0,6067
-0.3344784,0.0,8301
5.9277835,1.0,16997
-0.66640925,0.0,15262
-1.8326192,0.0,3534
-2.5158813,0.0,7472
1.354686,1.0,2368
-1.8453507,0.0,6199
-0.00474976,0.0,6029
-1.2458699,0.0,1911
-4.5991845,0.0,8443
-5.1344643,0.0,3399
-1.3382154,0.0,12429
-2.4721768,0.0,11680
-3.0906658,0.0,495
-3.8555934,0.0,14587
-3.1341398,0.0,5396
-3.3096416,0.0,271
-2.9079053,0.0,15283
