logits,labels,entries
-2.246264,0.0,6588
-4.6501637,0.0,13283
-3.6607797,0.0,866
-1.5183767,0.0,7800
-0.5373375,0.0,14511
-1.7985635,0.0,5041
-5.107576,0.0,17081
-6.2752295,0.0,6482
2.1110504,0.0,7600
-4.0472307,0.0,2164
-2.3996055,0.0,10786
-2.591675,0.0,8369
0.30125758,0.0,10782
-2.7590005,0.0,2730
-3.382108,0.0,7011
-3.4953692,0.0,3820
-3.4262362,0.0,2517
-4.7344356,0.0,15112
0.5357614,0.0,11069
-0.90661657,0.0,14482
-3.4629157,0.0,3209
-2.009589,0.0,2991
1.6470437,0.0,404
-4.974332,0.0,1574
-1.1538028,0.0,4727
-0.23042923,0.0,13551
-4.6705236,0.0,599
-3.99439,0.0,316
-1.2899362,0.0,4172
1.6644752,1.0,12850
1.8378766,0.0,5873
-2.4647405,0.0,14615
-3.310784,1.0,7800
-3.6998374,0.0,13519
-2.8714302,0.0,1829
-0.74911493,0.0,221
-4.0807486,0.0,3188
-1.3343353,0.0,10754
-2.8970485,0.0,7945
-4.125191,0.0,5629
1.3111705,1.0,17002
-3.377274,0.0,4383
2.1891818,0.0,14330
2.6785352,0.0,10910
-1.685926,0.0,3651
-6.7570133,0.0,1754
-1.7630967,0.0,5086
-5.5288916,0.0,170
-1.3732795,0.0,1680
0.28903946,0.0,10580
-0.96039593,0.0,714
-1.5160172,0.0,10533
-3.9245183,0.0,9427
0.602004,0.0,7441
1.6894875,1.0,15097
0.93269163,0.0,1287
-1.4965787,0.0,9255
-4.291377,0.0,6050
-1.9852989,0.0,2985
-2.0154438,0.0,6643
-2.5157924,0.0,7834
-1.8130623,0.0,2964
-3.4352725,0.0,9550
-2.4827845,0.0,2164
-1.5688545,0.0,15161
-1.4983113,0.0,740
-1.9794856,0.0,2028
-3.2948658,0.0,12577
-2.4534912,0.0,13659
-3.1213415,0.0,10682
-0.16306153,0.0,5738
0.5524849,0.0,6065
-1.6751784,0.0,7800
-2.7348955,0.0,17001
-3.6439116,0.0,16988
-4.7940197,0.0,12109
-3.7230217,0.0,10144
1.2269797,0.0,7626
-2.4373224,0.0,6261
-2.1707797,0.0,3834
-3.4886353,0.0,6176
0.75405085,0.0,14417
-1.9303573,0.0,2626
-1.5107183,0.0,1206
-4.553644,0.0,7179
-0.16973367,0.0,221
-3.7762563,0.0,2910
-4.5387154,0.0,14310
-1.130817,0.0,2028
-2.6827872,0.0,445
0.025922414,0.0,7467
-2.6181366,0.0,2306
0.0008884631,0.0,4171
1.9409597,1.0,9336
-3.3069196,0.0,9961
-0.93416446,0.0,16988
-1.7715367,0.0,362
-4.8796377,0.0,14105
-0.391858,0.0,7894
-1.0047033,0.0,13780
-3.4154508,0.0,5603
-0.37855536,0.0,379
-3.7473366,0.0,6341
-5.977113,0.0,14575
-3.2541974,0.0,12322
0.88298637,0.0,9085
0.84884626,1.0,5783
-0.714556,1.0,3763
-2.9033232,0.0,10455
-4.750288,0.0,6458
-2.6099749,0.0,12687
-4.486829,0.0,2311
-0.04365739,1.0,2146
-3.3633802,0.0,3127
-3.7460988,0.0,15587
-2.1805778,0.0,6391
-3.4880178,0.0,16900
-2.563182,0.0,3574
-1.0747335,0.0,6553
0.79484004,0.0,14690
-3.065986,0.0,11522
-1.69525,0.0,2626
1.0952541,0.0,4412
-1.6822221,0.0,13269
-0.80225843,0.0,600
1.0285783,0.0,16060
-4.448313,0.0,8353
0.15277904,0.0,15508
-1.0024556,0.0,5059
-3.3304942,0.0,705
-0.61899203,0.0,17391
-4.004979,0.0,10179
-4.7553954,0.0,9530
-2.707219,0.0,5484
-2.5989797,0.0,11817
-0.41282612,0.0,7041
-1.9917052,0.0,6207
-0.9466083,0.0,15514
-3.7215173,0.0,13495
-0.6410093,0.0,3195
-4.7340703,0.0,2821
-2.642976,0.0,3247
-1.7979509,0.0,9551
-1.6186576,0.0,3400
-0.66571116,0.0,4647
3.8659067,1.0,4740
-2.8022969,0.0,12311
-3.5932522,0.0,3751
0.5563175,0.0,11522
-4.8260055,0.0,10223
-1.6094334,0.0,5289
-1.768554,0.0,14952
-3.047269,0.0,8701
-3.5448291,0.0,6204
-1.4513016,0.0,2359
-3.5461104,0.0,3068
-1.3965402,0.0,3220
-2.381055,0.0,2517
0.498454,1.0,4644
-3.5694952,0.0,15188
-2.2392302,0.0,7016
-3.9141796,0.0,1180
-3.1177385,0.0,3728
-3.6023593,0.0,15399
-2.2146747,0.0,1677
-3.7483222,0.0,7140
0.55938834,0.0,5438
-4.0586224,0.0,14755
-2.5846379,0.0,5483
-3.614214,0.0,1728
1.448869,0.0,1870
-2.8052914,0.0,4543
-2.5185168,0.0,14540
-5.645392,0.0,7008
-0.6863135,1.0,14285
0.634642,1.0,443
-3.5304,0.0,8841
-5.225539,0.0,7731
-5.0050583,0.0,10756
-10.592382,0.0,3643
-3.4330647,0.0,5484
-1.3944671,0.0,3574
-3.9511142,0.0,7041
-2.155967,0.0,1577
-2.7710145,0.0,1610
-3.444947,0.0,15575
0.038144384,0.0,12109
-1.7576892,0.0,9373
2.1789255,0.0,14584
-3.396396,0.0,7834
-4.340837,0.0,10339
-5.380062,0.0,1574
-2.590745,0.0,12740
-2.5093489,0.0,14794
-0.29546362,0.0,445
-2.8317745,0.0,17377
-3.162165,0.0,13323
-2.0638402,0.0,2405
-2.401612,0.0,15208
0.4286349,0.0,2473
-3.778341,0.0,2164
-1.192282,0.0,15775
-4.4842806,0.0,4543
-3.6795857,0.0,798
-1.0755849,0.0,1677
-3.9485433,0.0,316
-1.5480025,0.0,3196
1.8122652,0.0,1085
-1.7873182,0.0,953
-3.8059301,0.0,655
-3.84176,0.0,5076
-1.8849481,0.0,17405
-1.0206344,0.0,5276
-0.7790552,0.0,6388
-0.08468807,0.0,5522
0.47214082,0.0,3813
-4.5090175,0.0,348
-5.4683113,0.0,1499
-1.4609406,0.0,16154
-3.1825387,0.0,6995
0.4454361,0.0,10784
-2.539169,0.0,15661
1.1769093,1.0,10952
-1.0831716,0.0,6985
0.940257,1.0,16385
-1.7741083,0.0,5086
-1.2520285,0.0,15180
1.2155366,1.0,10360
-4.5044627,0.0,2676
-1.4048269,0.0,3813
-2.0028205,0.0,8369
-3.7555025,0.0,10533
-2.9601905,0.0,5889
-6.048588,0.0,16894
-4.548874,0.0,13495
-1.7007196,0.0,7224
-3.1872928,0.0,1567
-3.6427653,0.0,9502
-1.982062,0.0,3209
-3.0695767,0.0,5378
-3.3381932,0.0,16174
-3.151142,0.0,4799
-3.4130223,0.0,3270
0.70254207,0.0,15404
-1.8926399,0.0,5623
0.7719131,0.0,7228
0.05408087,0.0,11789
-1.1081488,0.0,7041
-3.4856179,0.0,7619
0.713249,0.0,8177
1.5953228,0.0,12527
1.3223882,1.0,7123
-2.1416752,0.0,6701
-0.47820735,0.0,10314
0.32481888,0.0,15109
-2.0326428,0.0,14984
-2.2785249,0.0,4515
-2.5873044,0.0,12656
-1.8974293,0.0,3643
-4.156716,0.0,15188
-4.5531306,0.0,17081
-4.1516166,0.0,2736
0.7325211,0.0,14992
-4.032651,0.0,10660
-3.3650668,0.0,15180
-2.807593,0.0,10678
0.70293623,0.0,16684
-0.72068864,0.0,2429
-5.047948,0.0,2707
-0.7738955,0.0,6931
1.7088492,0.0,15606
-3.2200913,0.0,3901
-2.0247445,0.0,3724
-4.317473,0.0,15118
-2.4522479,0.0,15479
-0.30097765,0.0,6819
-2.8689835,0.0,2985
-4.9745526,0.0,13546
-3.528558,0.0,3374
-4.085554,0.0,445
-3.906932,0.0,2993
-1.256125,0.0,4391
-1.5756042,0.0,10230
-5.338017,0.0,3547
-5.661439,0.0,12452
-3.1583405,0.0,2289
1.7786633,0.0,12756
0.15076853,0.0,8106
-3.5005386,0.0,6111
-2.5596478,0.0,12801
-3.2831645,0.0,9423
-2.172971,0.0,110
0.5788956,0.0,14249
-4.8019595,0.0,15443
-1.6911135,0.0,2279
-1.6819725,0.0,3195
-3.0342767,0.0,15148
-2.2795522,0.0,5603
-4.8751073,0.0,6324
-2.1719425,0.0,17248
-3.5863492,0.0,2164
-1.4189639,0.0,3220
-3.2976167,0.0,3055
-2.800265,0.0,15862
-5.581292,0.0,8779
0.96461684,0.0,953
1.2200603,0.0,5861
-4.1344104,0.0,7297
-4.4545302,0.0,4428
-4.7030754,0.0,7806
-1.5273387,0.0,6701
-0.03302246,0.0,5076
-0.24277285,0.0,2452
-3.7962677,0.0,15188
3.536535,1.0,7420
-1.7895741,0.0,705
-4.548195,0.0,12080
-4.027505,0.0,12403
-4.8306556,0.0,2517
-2.7343564,0.0,4480
-1.4206073,0.0,4428
-1.8223662,0.0,5175
-0.8393634,1.0,15783
-0.5971693,0.0,14657
-3.6151984,0.0,7380
-0.15971911,0.0,1189
-1.1690516,0.0,4439
1.9329873,1.0,14479
-2.5723963,0.0,1585
1.5103793,0.0,10009
0.98308116,0.0,11538
0.1552682,0.0,6388
2.875706,1.0,16600
-4.5948706,0.0,14085
-1.4606619,0.0,5086
-4.4899945,0.0,2164
-3.1005938,0.0,6367
-0.44515303,0.0,16984
-2.1535957,0.0,6106
-1.1944294,0.0,4940
-2.5302093,0.0,348
-3.0152495,0.0,523
-0.8066897,0.0,10486
-2.3496377,0.0,14606
-1.1837039,0.0,8040
1.0434695,1.0,11709
0.05181629,0.0,5154
-1.0665503,0.0,1754
-5.4947023,0.0,4480
2.3395424,0.0,15998
-1.890081,0.0,14263
1.0729853,0.0,15154
-3.3596337,0.0,7567
-4.0276475,0.0,3630
-3.9885798,0.0,15399
-3.0232375,0.0,13551
-3.6773043,0.0,9825
0.24772975,0.0,739
-6.282178,0.0,8274
-4.1619697,0.0,2910
-1.4252708,0.0,13519
0.049930368,0.0,5086
-3.660111,0.0,2676
-2.291839,0.0,4475
1.574206,0.0,11540
-4.268512,0.0,1771
-4.948634,0.0,13423
-0.35953346,0.0,14994
-4.511187,0.0,12691
-5.496358,0.0,3675
-2.2173996,0.0,637
-3.478527,0.0,6432
-2.7679758,0.0,5085
0.17837323,0.0,714
-0.2259192,0.0,5086
-3.686381,0.0,1997
0.06984934,0.0,1680
-4.84102,0.0,248
-3.323096,0.0,4947
-4.1224613,0.0,7834
-3.93702,0.0,7140
1.3137838,0.0,7567
1.6406584,0.0,4515
-6.170518,0.0,376
-1.3909147,0.0,13140
-1.5459173,0.0,1850
-1.0508286,0.0,10618
-3.132706,0.0,9373
-1.428951,0.0,3127
-2.2420447,0.0,2910
-5.4662066,0.0,5216
-2.120913,0.0,3163
-4.2750974,0.0,16154
-4.0489526,0.0,4381
-1.4127982,0.0,11728
-0.98400563,0.0,1306
-4.64412,0.0,6328
1.3672109,0.0,13045
0.2722025,0.0,2817
-3.3793724,0.0,8353
-3.8642633,0.0,943
-4.2366133,0.0,2632
-4.671376,0.0,1455
-3.117204,0.0,592
-0.9314407,0.0,4543
-1.3318037,0.0,12322
-0.72269934,0.0,6901
-4.7035418,0.0,8779
0.5411697,0.0,6026
-0.79741836,0.0,12108
-1.9503825,0.0,6321
-2.7338834,0.0,16746
-1.6311257,0.0,3424
-4.34109,0.0,4381
-1.9550303,0.0,4190
1.1722562,1.0,5280
-3.4843903,0.0,16495
0.67050815,0.0,10249
-3.1730106,0.0,316
-3.0626519,1.0,3142
-2.6100695,0.0,7140
-2.5964162,0.0,4644
1.9681463,1.0,7843
-2.0043888,0.0,7140
-3.8367412,0.0,15775
-1.0435476,0.0,2308
2.3754456,1.0,5766
-2.32713,0.0,11543
-3.8921027,0.0,15275
-2.9184637,0.0,10692
-1.0926104,0.0,8039
-4.1813006,0.0,15783
-3.4728453,0.0,316
-3.2694664,0.0,6701
-2.3337977,0.0,65
-1.9403818,0.0,4383
0.21930578,0.0,10660
0.35224724,0.0,13571
0.4591519,0.0,3311
-1.7750294,0.0,4412
-4.0124393,0.0,3835
-1.0702358,0.0,3196
-5.1893444,0.0,4480
-2.7685611,0.0,5289
-1.864109,0.0,2237
-2.9165356,0.0,15342
-3.4818852,0.0,4171
-2.7865365,0.0,1987
-2.7360897,0.0,8204
-1.9090579,0.0,15482
1.4161544,0.0,248
-1.7399509,0.0,8697
2.4169385,1.0,12454
-3.6239076,0.0,5275
-3.105111,0.0,15017
-3.9059258,0.0,2676
-1.0404836,0.0,10059
-3.1641881,0.0,5076
-1.4016718,1.0,5447
-4.8001466,0.0,4112
-2.589002,0.0,2289
1.5436003,0.0,648
-3.5672102,0.0,10783
-1.93339,0.0,10364
-1.9804082,0.0,2983
0.60445535,0.0,1314
0.93201023,0.0,15862
-2.836273,0.0,3820
-1.7824783,0.0,617
-2.9027193,0.0,5624
-4.258652,0.0,2144
-5.07631,0.0,12454
-0.84236926,0.0,13571
-4.490796,0.0,4727
-1.6139519,0.0,11082
-5.5596213,0.0,7140
-4.406788,0.0,5889
-3.0682826,0.0,11357
-3.282501,0.0,2517
-3.122103,0.0,2164
-2.9868248,0.0,3305
-1.1061275,0.0,13489
0.982559,0.0,3133
-3.5101123,0.0,17081
-0.056041043,0.0,3820
-2.7701244,0.0,5447
-1.6676621,0.0,6111
-0.6138934,0.0,12051
-0.18450478,0.0,14263
-3.742636,0.0,705
0.60662395,0.0,4127
-3.5056973,0.0,17149
-4.989503,0.0,601
-0.47848925,0.0,1180
-2.2546592,0.0,4557
-4.119355,0.0,9094
-2.909548,0.0,2517
-2.9216793,0.0,354
-4.205781,0.0,3219
-3.529482,0.0,3574
-0.8128362,0.0,5447
-1.1319327,0.0,3522
-0.83191353,0.0,8471
-3.9039452,0.0,12108
-4.9919066,0.0,1455
-2.1314564,0.0,203
-5.942088,0.0,1713
-1.9243133,0.0,12577
-1.7790203,0.0,14085
-2.7450297,0.0,6818
2.7270145,0.0,11541
-2.9356568,0.0,15755
-2.8580267,0.0,14105
-4.5369625,0.0,14741
-1.9213972,0.0,5629
-4.020737,0.0,6654
-3.5886266,0.0,5649
-2.1130261,0.0,5447
-2.6074016,0.0,7033
-2.7058587,0.0,11759
-3.333007,0.0,8605
-2.7968867,0.0,1754
-0.17759813,0.0,13304
-2.2828584,0.0,441
-2.0339522,0.0,3221
-1.0878009,1.0,2145
-4.7028704,0.0,12403
-4.5777154,0.0,10861
-1.5986288,0.0,10365
0.5526492,0.0,2054
-2.6218364,0.0,8238
-2.998705,0.0,5519
-0.0029584654,0.0,17060
0.45418152,0.0,3909
0.48067394,0.0,16334
0.24988136,0.0,5629
1.2947327,1.0,10690
-3.0720148,0.0,4516
-1.1539929,0.0,14758
-4.5352373,0.0,15508
-5.0757113,0.0,9724
-1.2402072,0.0,13269
-2.750978,0.0,2779
0.019751754,0.0,5889
-1.8611909,0.0,1968
-4.165806,0.0,3430
-2.2692733,0.0,2311
-1.4030066,0.0,3127
-1.0606412,0.0,15161
-1.446966,0.0,3763
-2.935198,0.0,4381
0.12676153,1.0,13040
2.6071565,1.0,2036
-0.6895562,0.0,1587
-4.5994473,0.0,6314
-4.4341745,0.0,6392
-4.164344,0.0,10359
-2.1847312,0.0,5954
-1.5832427,1.0,12359
-1.5580797,0.0,6391
-1.9134393,0.0,7392
-3.9078982,0.0,2676
-1.4184266,1.0,2632
0.53447586,0.0,1932
1.8228173,0.0,3166
-0.0050872304,0.0,2028
-1.3474734,1.0,14382
1.6557007,0.0,4908
-0.39608833,1.0,3044
-1.1107144,0.0,6943
-2.774954,0.0,13785
-4.528772,0.0,11791
-5.570692,0.0,221
1.4406476,1.0,15179
-4.735961,0.0,12249
-4.395805,0.0,12923
0.13960603,0.0,7197
-2.2438424,0.0,4381
-1.6781342,0.0,12051
-5.0663805,0.0,10455
-1.3886926,0.0,1567
-6.4866705,0.0,9976
-2.779722,0.0,2779
-5.594281,0.0,3459
-0.62539095,0.0,447
-0.8278616,0.0,14252
-1.834268,0.0,9259
-1.256361,0.0,10261
-2.6186557,0.0,6044
-3.1593025,0.0,1285
-1.5596608,0.0,170
-3.1649292,0.0,2634
-5.123725,0.0,10059
-2.8017018,0.0,9442
-2.135495,0.0,1585
-3.3276975,0.0,15111
-5.5990624,0.0,17405
0.17260638,0.0,15134
-2.2337985,0.0,10486
-4.2656174,0.0,5629
-2.6153576,0.0,2054
-3.3796911,0.0,3217
-4.1971745,0.0,12686
2.1505606,1.0,14584
-1.6798087,0.0,11398
-0.4755537,0.0,3678
-2.6538093,0.0,1677
-3.7154663,0.0,16925
-5.7942047,0.0,17535
-4.042735,0.0,5041
-2.3058546,0.0,850
-0.45284912,0.0,711
-2.5274887,0.0,3209
-0.8179192,0.0,9590
0.67123216,0.0,1426
0.6340844,0.0,4777
-3.9856117,0.0,599
-2.9733706,0.0,2517
-1.4704554,0.0,2056
-0.7758166,0.0,3574
0.076733515,0.0,11709
-0.6518417,0.0,2390
-0.297508,0.0,5606
-1.7871312,0.0,10784
-4.1054583,0.0,7567
2.2863064,1.0,12582
-0.6165753,0.0,1285
-2.1152022,0.0,3132
-1.0914625,0.0,17156
-5.33873,0.0,832
-2.6520348,0.0,1255
-1.0599555,0.0,3196
-6.0994067,0.0,9724
-0.014492687,0.0,3209
-3.1391075,0.0,4874
-4.664752,0.0,1829
-0.8948252,0.0,13860
-2.0390494,0.0,7800
0.72273964,0.0,1097
-4.7783036,0.0,15400
-2.5035455,0.0,13224
-3.7162535,0.0,11898
-1.2982345,0.0,6871
-3.3401155,0.0,3142
-2.6753955,0.0,361
0.73455775,0.0,5289
-5.9377565,0.0,7305
-2.977094,0.0,598
-0.65859824,0.0,5738
-5.7746215,0.0,14939
-0.889368,0.0,13956
-1.470954,0.0,7385
-4.3280683,0.0,15093
-4.4248357,0.0,4683
-0.37668064,0.0,2615
-2.0673544,0.0,16505
-1.4650528,0.0,2626
-3.295396,0.0,6588
-0.10065524,0.0,7576
-1.0367781,0.0,6950
-1.9839742,0.0,3846
-2.6190126,0.0,5649
0.8247432,0.0,3628
-2.1842122,0.0,2054
-1.4505758,0.0,8267
-3.6133976,0.0,5723
-4.05715,0.0,2910
-2.5897563,0.0,170
3.1049304,0.0,15504
-0.23693857,0.0,6367
-2.0575368,0.0,2475
-0.6020304,0.0,11981
0.17319274,0.0,6537
-3.209859,0.0,13605
-0.42563632,0.0,2398
-0.63330865,0.0,6537
-3.2995758,0.0,7141
3.3341773,1.0,8133
-5.975073,0.0,12527
-2.2637212,0.0,3574
1.1192973,0.0,2279
-1.7012591,0.0,8689
-1.7448845,0.0,7380
1.1514102,0.0,6070
-2.2400827,0.0,432
-2.2216303,0.0,9423
-2.1686904,0.0,3651
-3.2157893,0.0,5447
-1.799258,0.0,14180
-2.1221569,0.0,1439
-0.33254096,0.0,2910
-3.7134397,0.0,6901
-1.4070494,0.0,3311
-3.2850487,0.0,13658
-1.5228107,0.0,441
-3.066662,0.0,6987
-4.5695395,0.0,14163
-3.261769,0.0,2028
2.8446412,0.0,7180
-0.15322946,0.0,7305
-3.7145967,0.0,15825
0.9433804,0.0,1314
-2.8882098,0.0,6901
-1.6202233,0.0,3209
-0.9442044,0.0,5076
-1.6134653,0.0,10755
-3.1794202,0.0,8865
0.7096197,0.0,8076
-2.7319112,0.0,4921
-3.689027,0.0,1728
-1.0280523,0.0,12057
-3.8329117,0.0,1237
-5.0119658,0.0,638
-1.2740207,0.0,17535
-2.8006618,0.0,6388
-3.7398217,0.0,16601
2.914533,1.0,16599
-2.7212038,0.0,2490
-3.6753628,0.0,9932
-3.2651098,0.0,10799
1.423718,0.0,9259
-4.172627,0.0,3690
-1.282816,0.0,3763
-2.832637,0.0,13784
-3.6777074,0.0,7392
-3.335963,0.0,1496
0.4029053,0.0,10638
-2.4890592,0.0,5484
-2.6238525,0.0,6452
-4.5129128,0.0,12921
5.7595387,1.0,14644
1.3825884,0.0,8647
-4.891881,0.0,441
-0.84987336,0.0,11986
-4.2526655,0.0,2910
-2.7079942,0.0,2255
-4.4099665,0.0,7305
-2.9677393,0.0,10795
-1.3771069,0.0,12655
-4.6315637,0.0,12322
-3.1468174,0.0,9048
-1.6968062,0.0,2910
-0.20365816,0.0,3219
3.650993,1.0,12703
-2.7746074,0.0,16988
-0.5381746,0.0,11606
-1.6735916,0.0,6987
-1.5792183,0.0,10784
-2.435506,0.0,1373
-4.088628,0.0,6432
-3.591766,0.0,8238
-2.2952282,0.0,1850
-1.371085,0.0,6191
-5.8972397,0.0,8037
-2.6703048,0.0,3720
-3.997909,0.0,7070
-1.2593164,0.0,17383
-6.3908634,0.0,16071
-1.4046401,0.0,4796
-1.5563715,0.0,7447
-2.9474888,0.0,10786
-0.16440123,0.0,4439
-0.24003252,0.0,3835
2.6511052,0.0,13889
-3.3462796,0.0,13957
-3.0021546,0.0,7567
1.6323967,1.0,16684
-3.7277625,0.0,9252
-0.20934772,0.0,3221
0.42008892,1.0,11606
-0.7158577,0.0,6553
1.1375897,0.0,5058
-0.6392714,0.0,4894
-1.8130606,0.0,6261
-1.8980923,0.0,2990
-3.8644023,0.0,1585
0.3976076,0.0,12698
-1.2598951,0.0,7609
-2.852001,0.0,7070
-5.123683,0.0,3522
-4.65444,0.0,739
-0.86716217,0.0,212
1.7197447,0.0,10607
-2.26706,0.0,7182
1.4567547,0.0,4795
-2.364753,0.0,2452
-1.8581697,0.0,4480
-0.6444991,0.0,3185
-1.6248232,0.0,4209
-1.9573702,0.0,2390
-0.94837385,0.0,15015
0.34094486,0.0,6050
-3.0716827,0.0,3294
-2.3899677,0.0,7228
-1.4037068,1.0,5276
0.089338556,0.0,12952
-1.0771877,0.0,4271
-3.689638,0.0,657
-2.0304196,0.0,8952
-5.469438,0.0,8685
-0.8305239,0.0,2993
-1.0433435,0.0,14952
0.22077629,0.0,826
-2.5833223,0.0,3219
1.8668932,0.0,8950
-2.3118494,1.0,8762
-1.3333989,0.0,1232
-4.108988,0.0,4514
1.3730866,0.0,2982
-3.9075851,0.0,8819
-2.6081464,0.0,7197
-1.441299,0.0,4797
-2.6036432,0.0,7497
0.10714045,0.0,6191
-1.6026033,0.0,14955
-4.367489,0.0,15661
-1.9194416,0.0,314
-3.26764,0.0,5076
1.5044413,1.0,9510
-3.5075076,0.0,7893
-0.87865597,0.0,1241
-4.073969,0.0,3459
-0.57630163,0.0,3824
-1.1786278,0.0,3833
2.5669887,0.0,3837
-2.78321,0.0,1062
0.0032315291,0.0,3549
2.3285816,1.0,11788
-2.2849157,0.0,13491
0.45025876,1.0,1577
-3.5631142,0.0,316
-3.353004,0.0,4893
-3.1032922,0.0,170
-0.14596683,0.0,7963
0.87330014,0.0,5889
-3.1206052,0.0,16189
-4.670578,0.0,8000
0.28864634,0.0,2014
-4.9193563,0.0,3188
-3.36234,0.0,571
-4.251538,0.0,8204
-1.7987943,0.0,15154
-0.58324796,0.0,2676
-3.5295742,0.0,3614
-3.625486,0.0,15181
-5.2167745,0.0,17405
-1.1875771,0.0,472
-1.9640791,0.0,6543
-3.2401292,0.0,5873
-4.1883116,0.0,5076
0.97558516,1.0,14388
-2.8441026,0.0,8167
-3.2167747,0.0,17085
