,N epoch,device,progress,patience,epochs,verbose,geometric_dim,encoder_hidden_dim,encoder_depth,dropout,batch_norm,dense_activation,gnn_activation,gnn_depth,dense_depth,dense_dim,gnn_hidden_dim,model_seed,total_params,reduction,total_samples,use_folds,train_samples,train_folds,valid_samples,valid_folds,test_samples,test_folds,optimizer,lr,scheduler,scheduler_gamma,scheduler_step,loss_fn,pos_weight,loss_reduction,train_batch_size,train_shuffle,train_num_workers,valid_batch_size,valid_shuffle,valid_num_workers,test_batch_size,test_shuffle,test_num_workers,train_cumulated_loss,train_mean_loss,cumulated_loss,mean_loss,average_precision,roc_auc,tp,fp,fn,tn,f1,accuracy,balanced_accuracy,recall,precision,jaccard,At epoch
9,10,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6896.3,0.5732585191726685,6781.169,2.0394492,0.49053148973716654,0.8874926216575102,32964,65117,18652,734430,0.44040962744744383,0.9015828930533869,0.7785984074544672,0.638639181649101,0.33608955863011186,0.2823880136722264,
10,11,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6827.5156,0.5675407648086548,3981.0781,1.1973168,0.4936579762416438,0.8880653603626574,31721,57073,19895,742474,0.4518339149633217,0.9095731369902122,0.7715879158396715,0.614557501549907,0.35724260648242,0.29185106128495064,
11,12,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6769.7124,0.5627358555793762,2913.5361,0.87625146,0.4932222764670201,0.8885866244746209,33461,67693,18155,731854,0.4380572101852458,0.899140352670405,0.7818018939115277,0.6482679789212648,0.3307926527868399,0.2804566294244357,
12,13,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6721.2334,0.5587060451507568,3259.1545,0.98019683,0.49577131826808685,0.8888209481210373,33428,66909,18188,732638,0.439978151138839,0.9000226748578122,0.781972503211329,0.6476286422814631,0.33315726003368645,0.28203332630246786,
13,14,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6688.683,0.5560002326965332,5198.2637,1.5633875,0.4960638230312176,0.888178678958656,32942,63813,18674,735734,0.44404903923273414,0.9030890675464042,0.7792007569964189,0.6382129572225667,0.3404681928582502,0.28538755425413026,
14,15,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6651.111,0.5528770685195923,4071.1255,1.2243986,0.4978227157348896,0.8898620667055053,34253,72165,17363,727382,0.43348899603882707,0.8948168564658003,0.7866773500237031,0.6636120582765034,0.3218722396587044,0.2767225987833351,
15,16,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6627.9517,0.5509518980979919,4240.406,1.27531,0.4955842624609389,0.8886747037759627,33178,65228,18438,734319,0.44230846142565755,0.9017039039525919,0.7806019937685793,0.6427851828890266,0.3371542385626893,0.28395125124097087,
16,17,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,6605.621,0.5490956902503967,3732.9565,1.1226937,0.496825715562211,0.8889405526913209,33679,68357,17937,731190,0.43838023585765235,0.8986163637282165,0.7834984070797394,0.6524914755114694,0.33006977929358267,0.28072149566985904,
17,-1,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3079575,"[0, 1, 2, 3, 4, 5, 8, 9]",851163,"[6, 7]",851163,"[6, 7]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,,,2913.488,0.876237,0.49322225991580776,0.8885866220394035,33461,67693,18155,731854,0.4380572101852458,0.899140352670405,0.7818018939115277,0.6482679789212648,0.3307926527868399,0.2804566294244357,12.0
0,1,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,9851.672,0.78788161277771,2146.4636,0.752617,0.40658374014690996,0.856919943512349,35584,113666,14714,565913,0.3566460200052118,0.8241073495945207,0.7701020409074548,0.7074635174360809,0.23841876046901173,0.21702324900587933,
1,2,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8921.587,0.7134986519813538,2101.1895,0.73674244,0.4247457901169097,0.8670829898491481,33323,82384,16975,597195,0.40146983524592633,0.8638688436544788,0.770641718149117,0.6625114318660782,0.28799467620800817,0.25114936464629717,
2,3,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8687.29,0.6947608590126038,1979.453,0.6940579,0.4813472408076221,0.8808345247906201,35920,88052,14378,591527,0.4122338899408963,0.8596612853946624,0.7922876250584265,0.7141437035269792,0.2897428451585842,0.25963136971449224,
3,4,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8354.75,0.6681661605834961,1897.3951,0.6652858,0.5105930540129413,0.8910366103265255,39380,111723,10918,567856,0.3910606203544173,0.8319703182865058,0.8092667012559043,0.7829337150582528,0.26061693017345783,0.2430549126347819,
4,5,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8119.2754,0.6493342518806458,1852.698,0.6496136,0.5282144253297009,0.8966152678842113,36579,80479,13719,599100,0.43713998900547335,0.8709398980924183,0.8044104133313177,0.7272456161278779,0.3124861179927899,0.27970514692950593,
5,6,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7940.0225,0.634998619556427,1861.6985,0.65276945,0.5338187836423145,0.8966406340735077,36387,76067,13911,603512,0.4471465788438852,0.8767216942032698,0.8057479161157237,0.7234283669330789,0.3235723051203159,0.28795156886796186,
6,7,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7798.5728,0.6236862540245056,1912.6307,0.6706279,0.5322291388349281,0.8911478495039845,37073,82721,13225,596858,0.4359170331350093,0.8685449740161698,0.8076715946906778,0.7370670802019961,0.3094729285273052,0.27870454596711747,
7,8,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7670.7573,0.6134642958641052,1848.7258,0.64822084,0.5447576458034329,0.9006913377620483,35331,64867,14967,614712,0.4695274293004465,0.8906199263711557,0.8034908767221891,0.7024334963616844,0.35261182857941276,0.30678591585985326,
8,9,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7579.4824,0.6061646342277527,1857.4175,0.6512684,0.539277625675611,0.8960067099924205,36581,78949,13717,600630,0.4411920785392093,0.8730388818937985,0.8055559917763806,0.7272853791403237,0.3166363715052367,0.2830317144691946,
9,10,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7515.762,0.6010686159133911,1802.1031,0.6318735,0.5543606038830635,0.9016770452485898,37764,82067,12534,597512,0.4439454766677051,0.8703877502647707,0.8150218353508254,0.750805201002028,0.315143827557143,0.28530200581724774,
10,11,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7440.026,0.5950116515159607,1818.3663,0.63757586,0.5561470002344949,0.8997814261793604,37069,77092,13229,602487,0.45079928736037556,0.87625175200753,0.811773366363677,0.7369875541771045,0.3247080877007034,0.2909883036345082,
11,12,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7380.6963,0.5902668237686157,1795.9734,0.6297242,0.5599024468615962,0.9020828695655365,37982,82885,12316,596694,0.4438056845733649,0.8695656939456922,0.8165870763291416,0.7551393693586226,0.31424623760000664,0.2851865478326813,
12,13,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7335.6313,0.586662769317627,1814.4176,0.6361913,0.5585043705198268,0.9002982786529662,37572,80926,12726,598653,0.44517642598165835,0.8716879693427797,0.8139527010849399,0.7469879518072289,0.31706864250873434,0.28631957568737426,
13,14,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7297.2334,0.5835919380187988,1822.4443,0.6390057,0.5558798424602472,0.8998451815956131,37437,78951,12861,600628,0.44919189374032614,0.8742089420546202,0.8140638049405203,0.7443039484671359,0.321656871842458,0.2896502100596523,
14,15,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7262.468,0.5808115601539612,1809.7075,0.6345398,0.5576582231618085,0.9003184024542491,37978,84475,12320,595104,0.4396848643423193,0.8673817643246738,0.8153774713998619,0.755059843333731,0.3101434836222877,0.2817923471318439,
15,16,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7247.731,0.5796329975128174,1823.2817,0.63929933,0.5554310259367335,0.8992083692386337,37410,80452,12888,599127,0.4449333967649857,0.8721154386287004,0.8126910444070345,0.7437671477991172,0.31740510088069096,0.2861185468451243,
16,17,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7227.638,0.5780261158943176,1814.2294,0.6361253,0.5577766531969781,0.8998419335487113,37903,84957,12395,594622,0.43778514420355974,0.8666186220417961,0.8142772835932864,0.7535687303670126,0.30850561614846167,0.280233632767735,
17,-1,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3200861,"[0, 1, 2, 3, 6, 7, 8, 9]",729877,"[4, 5]",729877,"[4, 5]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,,,1796.2368,0.62981653,0.5599024456992149,0.9020828697264425,37982,82885,12316,596694,0.4438056845733649,0.8695656939456922,0.8165870763291416,0.7551393693586226,0.31424623760000664,0.2851865478326813,12.0
0,1,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,9865.671,0.7920416593551636,2203.2905,0.7597554,0.3735623634905926,0.858112729257043,32892,88475,18054,602726,0.38177038296588184,0.8564583566328504,0.758811469451419,0.6456247791779531,0.2710127135053186,0.23591854885562433,
1,2,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8744.169,0.7020045518875122,2201.6494,0.7591894,0.4144240047182445,0.8723995892031369,30852,64199,20094,627002,0.42263882134564407,0.886420075807084,0.756351009017647,0.6055823813449535,0.3245836445697573,0.26794042294498244,
2,3,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8317.993,0.6677900552749634,2068.5874,0.713306,0.4283535650361869,0.873598680560486,36570,102586,14376,588615,0.3847408233474661,0.8424004947806836,0.7847009181945139,0.7178188670356849,0.26279858575986664,0.23819138681186983,
3,4,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,8021.129,0.6439570188522339,2020.3583,0.69667524,0.4498499568909164,0.8832720923546631,35270,83820,15676,607381,0.41485332517819756,0.8659349158589875,0.7855172335318272,0.6923016527303419,0.29616256612645897,0.26171289494382854,
4,5,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7780.0854,0.6246054768562317,2000.7004,0.6898967,0.4543026227160009,0.8854458116861184,35916,85739,15030,605462,0.41617371857636976,0.8642196222581241,0.7904691163544647,0.7049817453774585,0.2952283095639308,0.26276475106997843,
5,6,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7618.819,0.6116585731506348,1980.3588,0.6828823,0.46725448518996837,0.8884202589421766,35498,79442,15448,611759,0.4279806614180823,0.8721412334753088,0.7909218483768441,0.6967769795469713,0.30883939446667824,0.27224897996748165,
6,7,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7464.3325,0.5992559790611267,1999.1919,0.68937653,0.4676222011509537,0.8888355825683852,34933,75575,16013,615626,0.43273006552950066,0.8765904867903529,0.7881740664027801,0.6856868056373415,0.31611286060737687,0.27610436212170314,
7,8,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7361.8643,0.5910295844078064,1948.5757,0.6719226,0.4795051317304495,0.8924627262578005,36896,86710,14050,604491,0.42275081351116,0.8642317492356636,0.7993847426807743,0.7242177992384093,0.2984968367231364,0.26803045272272913,
8,9,cuda,True,5,20,1,5,16,1,0.2,True,leakyrelu,leakyrelu,3,3,256,256,42,1407172,1,3930738,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3188591,"[0, 1, 4, 5, 6, 7, 8, 9]",742147,"[2, 3]",742147,"[2, 3]",<class 'torch.optim.adam.Adam'>,0.0001,<class 'torch.optim.lr_scheduler.StepLR'>,0.8,1,<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>,"tensor(10., device='cuda:0')",mean,256,True,0,256,True,0,256,True,0,7253.6025,0.5823380351066589,1953.5349,0.67363274,0.4835595950237125,0.8931419493413282,36795,84014,14151,607187,0.4284591423830456,0.8677283610928832,0.8003437257081139,0.722235307973148,0.3045716792623066,0.27263633669235326,
